Episode,Total Cost,Total Reward
2558.0,450120.0854733334,-29520.90973333333
2559.0,465418.2273766668,-146987.84996000002
2560.0,473507.5479099999,-101595.77518333332
2561.0,529569.0619266665,-275114.12604333326
2562.0,504505.4316133335,-154512.76953333328
2563.0,452092.08606666623,-51737.79706666665
2564.0,480948.60887999984,-144611.76835000003
2565.0,500186.3599499999,-181832.45791666667
2566.0,471795.7907166667,-101874.76336666668
2567.0,497423.02787333325,-255009.95875
2568.0,456712.72319999983,-94562.25058333334
2569.0,499602.1706333333,-134352.91405333334
2570.0,458993.0158333333,-101840.4649
2571.0,456340.21284999984,-26551.254683333333
2572.0,531340.6619933333,-200924.92691333336
2573.0,451439.62071666657,-93959.59523333336
2574.0,517889.54143,-182708.23176666663
2575.0,528817.0032833334,-102884.4254666667
2576.0,480289.46575,-146828.02808333337
2577.0,547217.6270600001,-202818.6029833333
2578.0,496538.47096333327,-94995.92936666668
2579.0,458527.2891866668,-97406.25886333332
2580.0,460830.97394,-88366.54751666669
2581.0,458623.92262,-41254.348183333335
2582.0,451784.8112766666,-64792.812853333344
2583.0,473095.6624666664,-139871.1048166667
2584.0,465470.0833533333,-87977.92208666667
2585.0,474223.4783666667,-80513.37949999998
2586.0,469747.1237899999,-100818.37636666662
2587.0,477711.99888333335,-135027.9518
2588.0,472763.1017266664,-159859.7370333333
2589.0,464793.4531399999,-77851.0507333333
2590.0,779781.4783766667,-265180.9513766667
2591.0,461510.2018766665,-87802.64373000001
2592.0,537378.8539666665,-153659.49919999996
2593.0,455291.76926666655,-31824.39785
2594.0,482339.6707733331,-108576.5364
2595.0,443732.4424133332,-74265.13520000002
2596.0,453923.66726666654,-74672.40698333332
2597.0,452160.9296833332,-66147.35691666667
2598.0,463291.874193333,-99433.44143333333
2599.0,481971.62859333336,-113001.52578
2600.0,481650.8050166665,-154887.14695000002
2601.0,461405.4741699999,-109467.23448333332
2602.0,472618.32379,-156331.33676666667
2603.0,509448.00362333335,-167288.8298833333
2604.0,451568.1708733332,-82119.62161666664
2605.0,470198.60757,-109118.26126333332
2606.0,446992.4921666665,-77700.15568333336
2607.0,467690.7333633333,-141413.85524666667
2608.0,459418.87090333336,-90683.16904999995
2609.0,470566.0031233329,-137283.3627066667
2610.0,454335.4193833333,-29262.106866666665
2611.0,491930.4486866663,-225108.0056433333
2612.0,494476.71043666673,-166727.89588333323
2613.0,462679.7394,-84692.48084999998
2614.0,471496.35975333326,-145988.14568666668
2615.0,474431.8338399999,-74400.39364
2616.0,500109.92737666646,-123028.41040666663
2617.0,467952.2482199998,-195149.6349833333
2618.0,482154.9211766665,-170420.17271999994
2619.0,508703.40243333305,-201298.43756
2620.0,472612.8178999997,-91657.12033333335
2621.0,470061.5823733332,-129947.13708333326
2622.0,473039.8744633335,-138749.52088000003
2623.0,474827.2334300001,-120794.5833166667
2624.0,489515.5861866665,-175119.49433333336
2625.0,466400.08225333306,-86263.13168333333
2626.0,457464.1297799999,-67787.94536666665
2627.0,482089.4415233333,-153071.3587666666
2628.0,460785.3540999999,-89024.24445
2629.0,480739.48918666673,-75398.37353333333
2630.0,465668.2167966664,-20006.304750000003
2631.0,524403.0039833332,-199631.91758333336
2632.0,467115.5647833333,-149369.9382999999
2633.0,513196.1493333332,-134821.31227333334
2634.0,476648.6817166666,-108217.6076
2635.0,475918.8983499999,-127500.45163333336
2636.0,455096.32178333326,-51874.84266666665
2637.0,469856.11292333336,-83668.80575
2638.0,506780.2414166663,-139518.29705000005
2639.0,447164.9136499999,-83191.20148333332
2640.0,459929.9806966668,-88561.15738333335
2641.0,462744.94621666666,-60608.121883333326
2642.0,473146.5177066665,-70688.9513
2643.0,491177.7402933332,-112695.09728333334
2644.0,492419.19174666674,-205673.50939999984
2645.0,466696.91615666647,-96199.05988999996
2646.0,468533.5335833331,-110622.96148333338
2647.0,499308.0415166665,-126537.39953333332
2648.0,453239.0232833332,-37783.33475
2649.0,466325.1292966668,-72871.50214999999
2650.0,468597.1551999999,-103716.63361666667
2651.0,515837.2215499999,-202549.18715000004
2652.0,468615.4835599999,-68528.45236666668
2653.0,470661.8638733334,-101271.89148333333
2654.0,455028.93622000027,-84938.81573333337
2655.0,461856.01878,-117794.00738333332
2656.0,472258.7142899999,-107850.44204999995
2657.0,509538.3941066667,-90947.08054000002
2658.0,467854.60170666623,-171976.85133333338
2659.0,460995.1025766664,-138074.79034666665
2660.0,502479.6398266667,-162896.01306666667
2661.0,475754.87626333337,-101877.64038333332
2662.0,574341.8452899999,-184882.76621666667
2663.0,465475.4362133335,-68379.57824
2664.0,464465.2274900001,-44800.17410666667
2665.0,477334.6987433329,-99064.17740000004
2666.0,453248.9688699998,-10378.621986666663
2667.0,454593.6823566664,-29698.320933333336
2668.0,479900.8363766663,-131805.51735333327
2669.0,464731.46326333313,-122432.65798333337
2670.0,485324.1550833336,-139441.07225
2671.0,460781.5887966667,-62573.37065
2672.0,469400.1840333333,-121811.9356333333
2673.0,486198.4003866666,-206639.48574666656
2674.0,498183.7201,-219008.3095
2675.0,459269.5392799997,-86816.81095
2676.0,487007.2242633333,-121289.45905333332
2677.0,542422.5074599999,-223123.77402
2678.0,481588.55922,-96705.26848333336
2679.0,540605.9318266668,-205514.38399
2680.0,469946.3784166666,-149613.52976666667
2681.0,485492.0796233334,-122744.97229333333
2682.0,503534.30539999984,-148337.7972166667
2683.0,478068.6035566666,-130393.93835666668
2684.0,488290.2514166665,-112492.73529999996
2685.0,459338.49755999993,-70583.46939666665
2686.0,492760.3279499998,-58578.45149666666
2687.0,478269.5418366665,-126437.18295
2688.0,489988.0529966665,-160051.46295000002
2689.0,476577.04802,-147421.90093333332
2690.0,509492.07093333337,-164386.82302666668
2691.0,454241.77631666657,-40808.335966666666
2692.0,592248.673283333,-203405.6540166665
2693.0,572755.7351766664,-330808.82580000005
2694.0,452841.6641699998,-66989.46635666666
2695.0,462001.2057833328,-111696.22231666664
2696.0,467592.78283,-157981.44063666664
2697.0,465952.84896666656,-26174.451783333327
2698.0,481117.9898433335,-142329.77630000003
2699.0,480771.11928333313,-102973.24845
2700.0,481551.9138466666,-135175.88415
2701.0,457233.0647499998,-117877.89763333334
2702.0,458330.9364099999,-44361.43753333335
2703.0,466317.89793333353,-125675.40821666663
2704.0,478910.1758633333,-129019.74828333332
2705.0,517263.3795299998,-220796.70031000004
2706.0,481724.0071133333,-162092.00351666665
2707.0,488285.7996333335,-131385.74124999996
2708.0,478243.2739733332,-131957.7504833333
2709.0,460850.72736666666,-137032.9211333333
2710.0,491197.8413899999,-51697.25206666668
2711.0,480006.4055299999,-141121.13248
2712.0,495076.9573566666,-259904.3064499999
2713.0,463923.1855399997,-60668.84133333334
2714.0,481633.0927,-99082.40991666669
2715.0,456638.8362833332,-61387.17921666666
2716.0,496098.68490666646,-132589.47549999997
2717.0,498017.2250333332,-191735.8196166666
2718.0,477114.8589066666,-60927.05386666667
2719.0,462165.3354766665,-76729.09296666665
2720.0,456747.7314333332,-39708.7113
2721.0,486906.06095,-149465.2862333333
2722.0,448140.1111399999,-126345.06824999998
2723.0,471859.6763800001,-116865.3226166667
2724.0,476799.1993166667,-104515.83493333336
2725.0,478124.9796333333,-71286.50650000002
2726.0,549650.6124066665,-166298.5214966667
2727.0,505490.1268233332,-234858.45448333325
2728.0,454150.1866599998,-70177.48326666669
2729.0,456862.9974199999,-97728.6814833333
2730.0,476457.4381199998,-148180.02721333332
2731.0,464028.36161666666,-91033.70785
2732.0,459970.5058699997,-73651.76046666666
2733.0,471272.3581666667,-111979.33280000002
2734.0,477100.6808133336,-59505.09043333334
2735.0,455306.3611599999,-67849.72576666667
2736.0,453853.1212499997,-136280.4681166667
2737.0,529443.3324833333,-174348.53806333328
2738.0,476037.2267900001,-101216.74365333334
2739.0,455783.3367333333,-70377.80595000001
2740.0,479383.34954,-183891.8849333333
2741.0,453175.55914666655,-17001.48025
2742.0,469566.5340133332,-42266.73534666666
2743.0,498200.6060799998,-202180.13607333327
2744.0,484302.5083966665,-118695.85094333334
2745.0,459364.45953333314,-104693.11403333332
2746.0,518705.67404666665,-168404.51071333332
2747.0,456392.5257833331,-89637.15833333333
2748.0,461616.75421333313,-131671.43786666667
2749.0,451823.5792833332,-73672.04242666668
2750.0,485157.9181033335,-133914.72595000002
2751.0,475885.0697866663,-156947.2666166667
2752.0,464399.99649999983,-62169.84746666666
2753.0,450641.4539799999,-55624.09600333334
2754.0,457486.0142233333,-139456.69966666665
2755.0,504319.83145333297,-202090.65566999995
2756.0,463315.5334166666,-44732.73213333334
2757.0,472114.2496166666,-43832.930383333325
2758.0,511020.3758333331,-165895.73518333328
2759.0,468153.5389166666,-142970.51362333327
2760.0,494373.8129833333,-193798.67994666667
2761.0,463168.89395,-116993.42488333333
2762.0,458260.2923333331,-39190.16176666668
2763.0,455591.2909066664,-71954.5088
2764.0,508146.3316033333,-173327.10403333328
2765.0,487578.1753333332,-119049.1038
2766.0,510335.7507699998,-142236.87610999998
2767.0,504141.23296333326,-171039.4262766666
2768.0,502409.34587666666,-97375.75015
2769.0,449591.0528599998,-86141.93973333332
2770.0,457360.35594999976,-134318.12790000002
2771.0,494157.6461333332,-88508.37275
2772.0,479143.8709266665,-101078.40251666664
2773.0,497012.78275666654,-149178.10624333326
2774.0,477309.45315666654,-134789.78183333337
2775.0,443327.1039766666,-43764.16322666667
2776.0,521707.89572,-265587.15978333337
2777.0,487702.2080066665,-200540.25749
2778.0,461091.6440100001,-64598.458283333326
2779.0,470387.8937433333,-84404.84337333335
2780.0,454430.820573333,-95200.2166
2781.0,466198.1300299997,-119027.38826666666
2782.0,499856.59577666665,-113939.41631666668
2783.0,456972.9629599997,-74317.85195999999
2784.0,451243.9638333332,-80563.91461666666
2785.0,464394.7374133333,-68710.77338333333
2786.0,519588.6789600001,-107027.97901666664
2787.0,466902.02259333327,-70098.08058333333
2788.0,492033.4656733335,-181696.8282833333
2789.0,467244.6484733333,-128564.48
2790.0,489756.24303,-194811.72395000004
2791.0,446993.3922833332,-16535.71735
2792.0,485161.4576333333,-120551.42217666666
2793.0,500970.6050833332,-136647.57055
2794.0,451153.879003333,-41788.60025333333
2795.0,487874.79373666656,-212999.0975866668
2796.0,485481.7895333332,-135863.82262333328
2797.0,459044.87440999976,-40496.18844333333
2798.0,466069.6139366666,-74047.64714999999
2799.0,445606.3356533331,-56877.62556999999
2800.0,485498.34617,-109622.66351333327
2801.0,446780.10683333327,-114922.93971666665
2802.0,527034.8414299999,-234852.8262
2803.0,455095.94103,-21267.749516666663
2804.0,473652.3250266666,-137773.96438000002
2805.0,462305.21851333336,-98370.21994666668
2806.0,476564.1189099998,-130244.28506666672
2807.0,456638.4664366665,-61351.39192
2808.0,498899.1728066666,-189891.4423333333
2809.0,452976.21335666656,-68494.90095000001
2810.0,535834.5385766668,-191097.1689833333
2811.0,521829.8723666667,-158772.69439333334
2812.0,475931.96474,-101143.25954999996
2813.0,465499.6483099999,-50731.38462333333
2814.0,460731.7080199999,-160530.5703833333
2815.0,474786.2639866665,-95079.45998666668
2816.0,544392.0392199999,-117274.2456
2817.0,485638.48653000005,-141645.1904933333
2818.0,568104.641923333,-253393.26147000003
2819.0,470339.4728633332,-90407.52814999998
2820.0,468634.1951166664,-112680.43716666666
2821.0,458752.4171033333,-84174.84301666665
2822.0,467064.0588166667,-107084.7446
2823.0,465902.9078833332,-105435.65139999996
2824.0,454167.14581666666,-28254.08255
2825.0,455151.4989499999,-62079.16586
2826.0,448895.3447866665,-61834.11102000001
2827.0,483774.9446000001,-152972.8139833334
2828.0,472947.0065933332,-157238.57141666664
2829.0,521099.58776,-156067.14496666664
2830.0,454531.6480166666,-62790.503533333336
2831.0,497637.2581466665,-155434.69969666665
2832.0,459811.9893566667,-112334.46035000004
2833.0,478362.7183033331,-162579.2376133334
2834.0,483821.4140200001,-121811.31903333336
2835.0,469304.1661166667,-100980.90961666666
2836.0,505085.4255499999,-176047.49064
2837.0,446059.1848566664,-27987.72641666667
2838.0,500956.7103233333,-128597.7372
2839.0,502923.00967,-168558.00483333334
2840.0,527468.2563333334,-194427.74773333324
2841.0,448302.9287833331,-101393.92756666664
2842.0,466285.58443333337,-98395.04543333336
2843.0,453823.1516166666,-72081.32153333332
2844.0,458062.0793366666,-96025.34258333332
2845.0,464113.0970133332,-64780.27603333333
2846.0,454130.6987066665,-71842.42185333333
2847.0,469047.3242466667,-128316.1633633333
2848.0,462635.7604566665,-136750.56583666668
2849.0,475079.46750333335,-143945.29427
2850.0,457344.60621333314,-136151.0272666666
2851.0,469972.8190666666,-58445.24361666669
2852.0,460838.0471833332,-144519.42309999993
2853.0,459717.59405,-90099.33816666664
2854.0,479236.47330000007,-99497.82365
2855.0,468179.34107333305,-127684.86136666672
2856.0,468978.46938666655,-128746.37365000002
2857.0,462087.8958833333,-129766.34215
2858.0,447269.92119,-63043.67771666667
2859.0,490898.7019966666,-129136.57196
2860.0,488552.8932999998,-130060.50565666662
2861.0,450648.5147799998,-34043.01708333334
2862.0,487788.6154566665,-208509.59069999988
2863.0,488239.1860599999,-99880.46319333334
2864.0,479347.9445966666,-148066.32425
2865.0,462471.3020166664,-75397.47463333332
2866.0,453588.9708799999,-3664.5040166666654
2867.0,482126.3853433333,-54611.32811666666
2868.0,467940.5935466665,-111576.2638833333
2869.0,452655.4260033331,-12924.289516666668
2870.0,459617.7719499998,-104716.52423333336
2871.0,483231.8414100001,-146914.9824433333
2872.0,461272.9195933332,-88141.74628333331
2873.0,500012.3005999998,-228327.25782333323
2874.0,540687.4683499999,-209746.2749333332
2875.0,463295.6906799997,-38432.1751
2876.0,457700.3741,-113753.64683333332
2877.0,483226.33561666624,-121605.4527
2878.0,477049.4315,-112040.66501333336
2879.0,488446.2537733331,-176609.8016666667
2880.0,545765.0627766666,-198318.87278666664
2881.0,496306.85869666666,-97283.9359
2882.0,480001.7139166667,-102245.43065
2883.0,458997.3059833333,-109069.95123333336
2884.0,467433.1187833336,-103749.62089999998
2885.0,479943.2460499999,-90317.50461666666
2886.0,468574.9983699999,-104102.18885
2887.0,455056.7366999998,-77693.91141666665
2888.0,468508.1901399999,-125389.3624666666
2889.0,458599.1185499997,-111228.58025999992
2890.0,477313.9194266668,-193559.7121666666
2891.0,507514.3465166666,-144537.99241666668
2892.0,472739.5678933332,-162263.88829000003
2893.0,481577.4062299998,-49588.74538333333
2894.0,462264.1678233334,-59935.30069333332
2895.0,478775.39497666655,-141710.73958333334
2896.0,467098.34469999984,-69132.41512
2897.0,471296.3506733334,-73396.62228333333
2898.0,472358.5409199999,-83499.38921666665
2899.0,489769.77235000016,-198571.7685666665
2900.0,477989.11384333327,-79290.70703333337
2901.0,506308.9750566665,-259246.19968333325
2902.0,468860.7761733332,-72520.33681666666
2903.0,467943.41213666665,-158899.57588333334
2904.0,556912.3304399999,-233049.73928333336
2905.0,477140.99387666665,-132193.09033000004
2906.0,527571.8237499997,-286289.60619000014
2907.0,475863.3156333332,-126913.36928333328
2908.0,472110.46266666654,-90243.11186666667
2909.0,508732.5275066665,-181267.47128666675
2910.0,483690.5321299997,-86261.59848333335
2911.0,459065.5350866666,-43743.245033333325
2912.0,448413.5798299998,-37052.752916666665
2913.0,476724.9900233332,-142405.16289
2914.0,473166.1440366665,-112414.93733666666
2915.0,479458.0840066667,-80462.12556666665
2916.0,457990.1844799997,-112059.29938333336
2917.0,474999.3426499999,-149593.65663333327
2918.0,470109.5205533332,-76410.29056666666
2919.0,532675.77305,-154094.92718333332
2920.0,474718.03519666655,-161388.1795166667
2921.0,463644.1848999999,-43224.36313333333
2922.0,495636.5077199999,-156890.22144333334
2923.0,471934.13057333307,-67457.64912999999
2924.0,457351.5477233332,-44518.91945
2925.0,495150.22358333325,-204555.14553333333
2926.0,449181.6274499999,-53974.17111666667
2927.0,469422.21455666673,-135749.07190000004
2928.0,457701.26795333327,-95249.70868333336
2929.0,491733.48013333336,-138427.34661666665
2930.0,487605.3728866668,-125775.24596666664
2931.0,480091.4545833332,-173254.33751666674
2932.0,505900.2298866665,-223945.05392000003
2933.0,495523.6459499998,-106311.78303333338
2934.0,468745.9289933332,-130397.48708333333
2935.0,456804.5574333332,-64474.60386666667
2936.0,499353.21707666654,-114995.48281666666
2937.0,485467.9788099999,-82262.42248333333
2938.0,470622.0835466669,-88301.73498333334
2939.0,511253.927866667,-273093.2253166667
2940.0,448734.0118366665,-28704.17495
2941.0,513428.9471733332,-177225.05605
2942.0,491969.2212566667,-37936.45498333332
2943.0,454708.7823166664,-79456.80160000002
2944.0,455052.9851666665,-146744.7526000001
2945.0,456665.8191033332,-122435.2024333333
2946.0,460518.9891699999,-65467.73695333335
2947.0,477059.02495666646,-202761.12760000004
2948.0,451928.8603566664,-27943.027843333333
2949.0,455350.51302666654,-81033.58912
2950.0,470207.0284533336,-96554.01608333334
2951.0,473066.1814733334,-164066.20402666667
2952.0,505051.6680700001,-206991.9358033333
2953.0,487040.02856333327,-225277.6384166667
2954.0,453021.0197499999,-67149.88278333333
2955.0,476478.55234,-119625.3150333333
2956.0,461006.6114499999,-110458.85356999998
2957.0,479201.5391499997,-89932.0202
2958.0,465270.13741666655,-88796.07221666668
2959.0,497348.91077333305,-130816.14231666668
2960.0,451268.3683933333,-63093.67097666668
2961.0,458261.2326766664,-108234.12691
2962.0,453821.80726333335,-51825.54551666668
2963.0,459271.3017266668,-111862.68414999996
2964.0,478110.5875299997,-93239.17640000004
2965.0,481047.2354799997,-157861.89065666666
2966.0,467536.32320666674,-131242.35011666664
2967.0,505205.9989299998,-244827.49215666653
2968.0,470905.1244266665,-86409.79371666665
2969.0,456254.6080133335,-121703.60988000006
2970.0,477361.6797233334,-73658.56526666667
2971.0,473172.1896033335,-160769.67363333335
2972.0,466286.98496666655,-121699.01914999992
2973.0,515077.8352333333,-76828.94918
2974.0,467320.14408333343,-59156.88058333336
2975.0,455316.4945933333,-71497.66443333334
2976.0,495224.333573333,-86039.28451666665
2977.0,462464.51288333326,-53984.39398333333
2978.0,490475.1528699999,-168859.16486666663
2979.0,472169.1889,-152302.7546333333
2980.0,463104.5303733333,-112119.71523666664
2981.0,485793.3970166668,-187182.804
2982.0,604618.1447166665,-101480.7192
2983.0,494078.9625266666,-140877.47958333336
2984.0,453059.1588433331,-78043.82538333333
2985.0,488338.0880833333,-162826.38289333333
2986.0,498952.94014666654,-122431.57528666667
2987.0,463470.0541500001,-68517.55258333331
2988.0,484032.3859499999,-167986.13387333337
2989.0,453861.51238666667,-57124.21227999999
2990.0,459520.5280999999,-46053.72128333335
2991.0,453628.4773566665,-37242.59340000001
2992.0,481643.02346999984,-190774.05978333336
2993.0,486158.6587433332,-135603.72861666666
2994.0,466818.4436499997,-53698.30707666667
2995.0,470427.8228399999,-111719.79416666666
2996.0,449741.5555266665,-25041.9815
2997.0,452070.0843433332,-63774.94308333332
2998.0,467439.07206999976,-72486.97878666669
2999.0,464753.41257333296,-128683.07905666668
3000.0,475374.0068833333,-87692.2030633333
3001.0,478322.2803666664,-82753.42151666668
3002.0,501998.5747233332,-171290.00591666665
3003.0,513252.83566666656,-103446.40996
3004.0,453913.0687833332,-57755.93956666666
3005.0,498594.2261266667,-141612.52964999992
3006.0,451331.8610833332,-74474.82551666666
3007.0,452317.1201600001,-52049.66396666666
3008.0,459200.5996566667,-58116.010466666674
3009.0,499188.2747666664,-153234.32704999996
3010.0,460196.45858333295,-68621.47365000001
3011.0,483241.6690766668,-91607.09151666668
3012.0,494902.5389399999,-105352.02128333334
3013.0,506203.6805433332,-177571.28924999997
3014.0,578036.5176099997,-112891.78908000002
3015.0,475027.9018499996,-99320.02256666664
3016.0,464327.3786533331,-78169.00621333334
3017.0,467078.6772999999,-169631.74088333332
3018.0,469604.9791066666,-103884.93637666664
3019.0,459748.26486333314,-57577.48231666668
3020.0,460611.08604999975,-100630.58433333332
3021.0,513408.4905033332,-165347.84535333337
3022.0,458835.049293333,-83574.87889666666
3023.0,478572.7976399999,-145254.42896999992
3024.0,471585.7210699999,-167558.3908
3025.0,480409.9028699998,-111363.14539999998
3026.0,467858.7898233332,-100682.36015
3027.0,464789.80231333326,-117733.72576666668
3028.0,450625.9139233333,-89701.04874999996
3029.0,474511.71941,-200901.09065
3030.0,467481.4817999998,-96615.98013333332
3031.0,456298.2770666666,-113963.91474999997
3032.0,451732.17071999976,-77867.54316999998
3033.0,476866.2960066665,-117282.1592566667
3034.0,455394.01804999984,-91878.31256333333
3035.0,469874.2821,-221755.34641666667
3036.0,451813.1856999999,-152556.34626666663
3037.0,461805.1158900001,-88185.85003333334
3038.0,474720.42783666647,-138895.3784966667
3039.0,456568.7739166668,-107814.19848333334
3040.0,500813.8794799997,-132484.9719166667
3041.0,455592.99278999976,-90231.30548333332
3042.0,484873.0150099998,-120634.22385
3043.0,452110.2629966664,-74965.85451666667
3044.0,457030.7743766666,-64312.14316666667
3045.0,469923.52088666655,-134077.94469333335
3046.0,449647.4048333332,-70349.3714833333
3047.0,491620.6457166667,-125251.77645666672
3048.0,474561.27167,-117190.48211333332
3049.0,512862.8176833331,-160141.78640333324
3050.0,474216.3098133333,-156782.03547000003
3051.0,482736.2858166663,-154880.23858333338
3052.0,470381.7146133333,-74456.72361333332
3053.0,448743.8050499998,-46995.97183333335
3054.0,492441.7331833333,-190981.9171833333
3055.0,485474.65311666654,-182635.86569666665
3056.0,477602.9486399997,-127063.95581333336
3057.0,475172.9010166664,-150760.34723333333
3058.0,450832.2798933335,-70232.28646666667
3059.0,451591.4064299999,-15277.93753
3060.0,496812.99794999976,-121657.23511666663
3061.0,465525.91411,-95714.53981666664
3062.0,481904.8989666666,-67876.87428333332
3063.0,462285.5827066664,-131202.01064333328
3064.0,477606.9862866666,-89926.22698333334
3065.0,464043.5329133334,-77377.06221666664
3066.0,470956.1802066665,-144400.03890666665
3067.0,501601.68416333327,-150754.46089999995
3068.0,489422.2826666667,-134508.25854999997
3069.0,460006.2108099999,-77038.8952
3070.0,479434.7143666665,-153674.36768333326
3071.0,469299.2077833333,-62063.81808333334
3072.0,465100.8267033332,-60419.54825333332
3073.0,487342.4934966664,-135316.60148999994
3074.0,465568.3514899998,-187446.794
3075.0,462429.3067633333,-73936.29398333332
3076.0,510699.2416266664,-204362.57198
3077.0,488080.5746166665,-127977.23268333332
3078.0,482746.7583266668,-156961.16253333335
3079.0,472647.6646166665,-75420.35811666668
3080.0,453248.26011999976,-94269.53093666666
3081.0,489565.2735166666,-110401.59943333332
3082.0,456425.1931633332,-62468.84039999999
3083.0,467916.5498499999,-106577.26774999996
3084.0,465402.9334233332,-125660.21768333337
3085.0,474237.5317566662,-58671.38711333333
3086.0,468549.05594666646,-120220.65415
3087.0,465550.9568833332,-73645.70054999998
3088.0,469951.51760666654,-173993.40411666676
3089.0,487600.16336,-125133.62163333336
3090.0,453535.5726333332,-76750.81074999999
3091.0,455805.9074999997,-137258.95631666665
3092.0,521448.8588599999,-165382.0141166667
3093.0,475201.94475333294,-156205.01911666658
3094.0,522726.3664,-135786.1195
3095.0,457437.48809999984,-61311.43086666668
3096.0,478033.8552599999,-198499.1051
3097.0,461806.0463133333,-111807.37208333332
3098.0,453904.34701666655,-40977.21791666668
3099.0,448280.3925166665,-27262.92245
3100.0,461130.0636499999,-41799.142666666674
3101.0,523221.9782833333,-195594.3394500001
3102.0,488607.4925499997,-97678.90110000002
3103.0,464917.93909333344,-129535.05767333329
3104.0,465981.1004433333,-122948.04715
3105.0,524831.0062566665,-242441.84676666663
3106.0,455651.75881,-52960.48983333334
3107.0,465285.5056733333,-110131.62104
3108.0,467327.5976533332,-78735.85341666666
3109.0,496795.8040033334,-210609.5504600001
3110.0,477408.1113566667,-202569.6779566665
3111.0,465973.12406666647,-117958.38403333332
3112.0,458341.28745,-78915.26876666665
3113.0,470214.7838599998,-115873.56995666662
3114.0,456625.50494666665,-52420.72101666666
3115.0,569890.0459499998,-215104.64490000007
3116.0,468172.7575966667,-85121.7686633333
3117.0,520932.56070999993,-145738.14129999996
3118.0,458952.4700866666,-86538.57138333336
3119.0,473837.30745000014,-102873.87471666669
3120.0,496117.4950233332,-186415.6119433333
3121.0,476912.1663166666,-114925.03114999998
3122.0,458022.3467333332,-72100.82686666666
3123.0,462598.22283333336,-47724.27949999999
3124.0,452078.1760666668,-43734.68801666667
3125.0,490316.40688666655,-144308.47169999994
3126.0,476346.74474999984,-89542.87788333333
3127.0,472591.1526,-71596.23713333334
3128.0,475084.00784,-107769.95983666665
3129.0,475190.7503199999,-95153.2232
3130.0,504195.9845333335,-137734.9251
3131.0,483044.56665999984,-142199.04172666668
3132.0,462867.8550333333,-86815.74688333333
3133.0,462023.6933333332,-103783.50244333327
3134.0,463479.5163299996,-87836.50136666666
3135.0,511479.11954999977,-167047.1900833333
3136.0,452940.129,-31550.442966666666
3137.0,459754.66235000006,-104053.31245
3138.0,494012.8573699997,-161834.72182333333
3139.0,456145.3249666666,-59285.107983333335
3140.0,469050.95362666657,-93909.83791666664
3141.0,461912.3874899998,-76944.33886666667
3142.0,501186.5851099999,-134075.60671666663
3143.0,508846.12886,-214507.4062866666
3144.0,512646.2604999997,-154866.27426666676
3145.0,459743.7503333333,-54265.19884999999
3146.0,488616.6117233333,-140077.91820666665
3147.0,455881.41426333325,-93544.02748333335
3148.0,492959.4020333333,-167783.16408333328
3149.0,453512.2618866666,-55980.769583333305
3150.0,497904.8264799998,-198422.65972666664
3151.0,477088.8395833332,-79811.03888333334
3152.0,463989.8582799999,-94999.20668333334
3153.0,502670.9966166665,-175076.02084999997
3154.0,517152.0780099997,-209820.44745
3155.0,462126.2105033332,-106295.58705
3156.0,479746.66788333294,-115289.07278333338
3157.0,461427.3199766665,-59869.4307
3158.0,455757.24109666666,-134378.84586333332
3159.0,459221.5410666666,-88247.76601666666
3160.0,460113.03725000005,-96935.68953333334
3161.0,470793.96449666674,-100427.62596666664
3162.0,475972.4097999999,-155451.65288000004
3163.0,462978.5702299999,-73969.67873333333
3164.0,468980.3121333332,-121936.49303333332
3165.0,466244.51799666655,-65564.38435000001
3166.0,460133.99415000016,-156556.0344166667
3167.0,473472.0583066665,-85417.12633333333
3168.0,465685.56431666686,-124595.45235
3169.0,493245.759193333,-109251.76443333332
3170.0,469217.392353333,-96479.55911333337
3171.0,476814.83709333336,-116373.10523666664
3172.0,521280.78726,-216258.4654
3173.0,484006.3979133332,-193459.23575
3174.0,504970.14629,-149618.68846666673
3175.0,545748.5404333331,-179987.59479666667
3176.0,491451.790673333,-176462.32451333333
3177.0,496723.8251733335,-149298.01499999996
3178.0,470060.20420666656,-109782.64130333332
3179.0,466228.90413,-128605.64695000004
3180.0,467276.8547866667,-48645.76770666668
3181.0,469977.7082133333,-107033.00077666664
3182.0,463719.1671099999,-35157.16915
3183.0,457089.4921166665,-30966.38436666666
3184.0,453550.1003066666,-91820.59899
3185.0,476429.3273333332,-126069.98941666663
3186.0,487803.9465999999,-154205.88318333332
3187.0,464509.740893333,-115582.51114999996
3188.0,483196.7927500001,-91395.18688333336
3189.0,452005.8734899999,-32566.2157
3190.0,463805.3429166665,-133652.0839333333
3191.0,485004.4871299999,-163166.83581333328
3192.0,463115.87938,-82212.15871666667
3193.0,480371.8393666667,-129880.34831666668
3194.0,474994.7549666665,-142558.7983
3195.0,458688.66159,-87693.8291666667
3196.0,454987.25375,-91016.59796666668
3197.0,454350.67091666657,-42756.006233333326
3198.0,461903.98402999993,-107958.56690333335
3199.0,464374.0408266667,-86590.39220999998
3200.0,489802.6712666667,-174049.73296666672
3201.0,480218.8708899999,-166547.40933666652
3202.0,496414.2379066665,-139460.32225
3203.0,464625.0534133334,-143359.43741666668
3204.0,466901.4395366668,-78110.48191666667
3205.0,461157.1532466666,-50106.100086666665
3206.0,494650.3873733331,-139970.77527999997
